Date,State,City,Fuel_Type,Price_Per_Liter
1982-12-01,Tamil Nadu,Coimbatore,Diesel,42.92
1982-12-01,West Bengal,Darjeeling,Petrol,50.96
1982-12-01,West Bengal,Darjeeling,Diesel,42.62
1982-12-01,Gujarat,Ahmedabad,Petrol,51.06
1982-12-01,Gujarat,Ahmedabad,Diesel,40.74
1982-12-01,Rajasthan,Udaipur,Petrol,53.77
1982-12-01,Rajasthan,Udaipur,Diesel,44.07
1982-12-01,Uttar Pradesh,Lucknow,Petrol,52.63
1982-12-01,Uttar Pradesh,Lucknow,Diesel,42.27
1983-01-01,Maharashtra,Mumbai,Petrol,48.86
1983-01-01,Maharashtra,Mumbai,Diesel,40.33
1983-01-01,Delhi,New Delhi,Petrol,53.02
1983-01-01,Delhi,New Delhi,Diesel,43.01
1983-01-01,Karnataka,Bangalore,Petrol,50.29
1983-01-01,Karnataka,Bangalore,Diesel,42.52
1983-01-01,Tamil Nadu,Chennai,Petrol,49.47
1983-01-01,Tamil Nadu,Chennai,Diesel,39.24
1983-01-01,West Bengal,Darjeeling,Petrol,51.88
1983-01-01,West Bengal,Darjeeling,Diesel,41.24
1983-01-01,Gujarat,Surat,Petrol,53.47
1983-01-01,Gujarat,Surat,Diesel,41.83
1983-01-01,Rajasthan,Udaipur,Petrol,52.28
1983-01-01,Rajasthan,Udaipur,Diesel,40.49
1983-01-01,Uttar Pradesh,Lucknow,Petrol,53.23
1983-01-01,Uttar Pradesh,Lucknow,Diesel,41.16
1983-02-01,Maharashtra,Mumbai,Petrol,51.5
1983-02-01,Maharashtra,Mumbai,Diesel,40.08
1983-02-01,Delhi,New Delhi,Petrol,50.05
1983-02-01,Delhi,New Delhi,Diesel,39.73
1983-02-01,Karnataka,Bangalore,Petrol,50.3
1983-02-01,Karnataka,Bangalore,Diesel,40.33
1983-02-01,Tamil Nadu,Chennai,Petrol,51.03
1983-02-01,Tamil Nadu,Chennai,Diesel,39.48
1983-02-01,West Bengal,Kolkata,Petrol,49.45
1983-02-01,West Bengal,Kolkata,Diesel,41.22
1983-02-01,Gujarat,Ahmedabad,Petrol,50.08
1983-02-01,Gujarat,Ahmedabad,Diesel,41.13
1983-02-01,Rajasthan,Jaipur,Petrol,49.93
1983-02-01,Rajasthan,Jaipur,Diesel,39.0
1983-02-01,Uttar Pradesh,Lucknow,Petrol,48.85
1983-02-01,Uttar Pradesh,Lucknow,Diesel,41.09
1983-03-01,Maharashtra,Nagpur,Petrol,47.61
1983-03-01,Maharashtra,Nagpur,Diesel,39.08
1983-03-01,Delhi,New Delhi,Petrol,51.51
1983-03-01,Delhi,New Delhi,Diesel,42.3
1983-03-01,Karnataka,Mysore,Petrol,49.27
1983-03-01,Karnataka,Mysore,Diesel,38.16
1983-03-01,Tamil Nadu,Chennai,Petrol,51.04
1983-03-01,Tamil Nadu,Chennai,Diesel,39.19
1983-03-01,West Bengal,Kolkata,Petrol,48.31
1983-03-01,West Bengal,Kolkata,Diesel,39.34
1983-03-01,Gujarat,Surat,Petrol,51.18
1983-03-01,Gujarat,Surat,Diesel,39.33
1983-03-01,Rajasthan,Jaipur,Petrol,47.68
1983-03-01,Rajasthan,Jaipur,Diesel,39.75
1983-03-01,Uttar Pradesh,Lucknow,Petrol,50.16
1983-03-01,Uttar Pradesh,Lucknow,Diesel,39.95
1983-04-01,Maharashtra,Mumbai,Petrol,49.31
1983-04-01,Maharashtra,Mumbai,Diesel,38.7
1983-04-01,Delhi,New Delhi,Petrol,53.49
1983-04-01,Delhi,New Delhi,Diesel,41.91
1983-04-01,Karnataka,Mysore,Petrol,51.37
1983-04-01,Karnataka,Mysore,Diesel,42.89
1983-04-01,Tamil Nadu,Chennai,Petrol,49.61
1983-04-01,Tamil Nadu,Chennai,Diesel,39.71
1983-04-01,West Bengal,Darjeeling,Petrol,52.97
1983-04-01,West Bengal,Darjeeling,Diesel,42.02
1983-04-01,Gujarat,Ahmedabad,Petrol,52.19
1983-04-01,Gujarat,Ahmedabad,Diesel,39.97
1983-04-01,Rajasthan,Udaipur,Petrol,50.22
1983-04-01,Rajasthan,Udaipur,Diesel,41.39
1983-04-01,Uttar Pradesh,Kanpur,Petrol,50.11
1983-04-01,Uttar Pradesh,Kanpur,Diesel,40.91
1983-05-01,Maharashtra,Nagpur,Petrol,52.01
1983-05-01,Maharashtra,Nagpur,Diesel,40.62
1983-05-01,Delhi,New Delhi,Petrol,50.64
1983-05-01,Delhi,New Delhi,Diesel,41.52
1983-05-01,Karnataka,Bangalore,Petrol,50.07
1983-05-01,Karnataka,Bangalore,Diesel,38.89
1983-05-01,Tamil Nadu,Coimbatore,Petrol,49.6
1983-05-01,Tamil Nadu,Coimbatore,Diesel,40.33
1983-05-01,West Bengal,Kolkata,Petrol,50.95
1983-05-01,West Bengal,Kolkata,Diesel,42.28
1983-05-01,Gujarat,Surat,Petrol,49.43
1983-05-01,Gujarat,Surat,Diesel,39.78
1983-05-01,Rajasthan,Jaipur,Petrol,50.12
1983-05-01,Rajasthan,Jaipur,Diesel,38.94
1983-05-01,Uttar Pradesh,Kanpur,Petrol,49.87
1983-05-01,Uttar Pradesh,Kanpur,Diesel,38.64
1983-06-01,Maharashtra,Nagpur,Petrol,51.27
1983-06-01,Maharashtra,Nagpur,Diesel,41.18
1983-06-01,Delhi,New Delhi,Petrol,51.17
1983-06-01,Delhi,New Delhi,Diesel,39.43
1983-06-01,Karnataka,Mysore,Petrol,51.43
1983-06-01,Karnataka,Mysore,Diesel,42.65
1983-06-01,Tamil Nadu,Coimbatore,Petrol,52.83
1983-06-01,Tamil Nadu,Coimbatore,Diesel,42.62
1983-06-01,West Bengal,Darjeeling,Petrol,51.13
1983-06-01,West Bengal,Darjeeling,Diesel,39.3
1983-06-01,Gujarat,Ahmedabad,Petrol,50.43
1983-06-01,Gujarat,Ahmedabad,Diesel,42.07
1983-06-01,Rajasthan,Jaipur,Petrol,51.41
1983-06-01,Rajasthan,Jaipur,Diesel,43.23
1983-06-01,Uttar Pradesh,Lucknow,Petrol,49.26
1983-06-01,Uttar Pradesh,Lucknow,Diesel,40.35
1983-07-01,Maharashtra,Nagpur,Petrol,50.54
1983-07-01,Maharashtra,Nagpur,Diesel,40.82
1983-07-01,Delhi,New Delhi,Petrol,50.91
1983-07-01,Delhi,New Delhi,Diesel,42.55
1983-07-01,Karnataka,Bangalore,Petrol,49.9
1983-07-01,Karnataka,Bangalore,Diesel,39.93
1983-07-01,Tamil Nadu,Coimbatore,Petrol,51.02
1983-07-01,Tamil Nadu,Coimbatore,Diesel,41.72
1983-07-01,West Bengal,Darjeeling,Petrol,51.25
1983-07-01,West Bengal,Darjeeling,Diesel,41.43
1983-07-01,Gujarat,Ahmedabad,Petrol,50.25
1983-07-01,Gujarat,Ahmedabad,Diesel,42.43
1983-07-01,Rajasthan,Jaipur,Petrol,50.13
1983-07-01,Rajasthan,Jaipur,Diesel,40.15
1983-07-01,Uttar Pradesh,Kanpur,Petrol,50.63
1983-07-01,Uttar Pradesh,Kanpur,Diesel,39.85
1983-08-01,Maharashtra,Mumbai,Petrol,51.75
1983-08-01,Maharashtra,Mumbai,Diesel,41.94
1983-08-01,Delhi,New Delhi,Petrol,53.41
1983-08-01,Delhi,New Delhi,Diesel,43.07
1983-08-01,Karnataka,Mysore,Petrol,50.35
1983-08-01,Karnataka,Mysore,Diesel,40.37
1983-08-01,Tamil Nadu,Chennai,Petrol,52.38
1983-08-01,Tamil Nadu,Chennai,Diesel,42.22
1983-08-01,West Bengal,Kolkata,Petrol,52.06
1983-08-01,West Bengal,Kolkata,Diesel,41.74
1983-08-01,Gujarat,Ahmedabad,Petrol,51.37
1983-08-01,Gujarat,Ahmedabad,Diesel,42.48
1983-08-01,Rajasthan,Jaipur,Petrol,51.66
1983-08-01,Rajasthan,Jaipur,Diesel,42.72
1983-08-01,Uttar Pradesh,Kanpur,Petrol,50.5
1983-08-01,Uttar Pradesh,Kanpur,Diesel,40.95
1983-09-01,Maharashtra,Pune,Petrol,50.82
1983-09-01,Maharashtra,Pune,Diesel,42.54
1983-09-01,Delhi,New Delhi,Petrol,51.97
1983-09-01,Delhi,New Delhi,Diesel,40.49
1983-09-01,Karnataka,Bangalore,Petrol,49.52
1983-09-01,Karnataka,Bangalore,Diesel,39.97
1983-09-01,Tamil Nadu,Coimbatore,Petrol,48.84
1983-09-01,Tamil Nadu,Coimbatore,Diesel,40.88
1983-09-01,West Bengal,Kolkata,Petrol,52.39
1983-09-01,West Bengal,Kolkata,Diesel,42.18
1983-09-01,Gujarat,Surat,Petrol,49.73
1983-09-01,Gujarat,Surat,Diesel,42.0
1983-09-01,Rajasthan,Jaipur,Petrol,51.42
1983-09-01,Rajasthan,Jaipur,Diesel,41.12
1983-09-01,Uttar Pradesh,Kanpur,Petrol,51.49
1983-09-01,Uttar Pradesh,Kanpur,Diesel,41.49
1983-10-01,Maharashtra,Mumbai,Petrol,50.0
1983-10-01,Maharashtra,Mumbai,Diesel,42.06
1983-10-01,Delhi,New Delhi,Petrol,50.86
1983-10-01,Delhi,New Delhi,Diesel,40.31
1983-10-01,Karnataka,Bangalore,Petrol,50.97
1983-10-01,Karnataka,Bangalore,Diesel,42.87
1983-10-01,Tamil Nadu,Coimbatore,Petrol,48.67
1983-10-01,Tamil Nadu,Coimbatore,Diesel,39.32
1983-10-01,West Bengal,Kolkata,Petrol,52.23
1983-10-01,West Bengal,Kolkata,Diesel,41.16
1983-10-01,Gujarat,Ahmedabad,Petrol,50.67
1983-10-01,Gujarat,Ahmedabad,Diesel,40.68
1983-10-01,Rajasthan,Jaipur,Petrol,51.24
1983-10-01,Rajasthan,Jaipur,Diesel,42.29
1983-10-01,Uttar Pradesh,Kanpur,Petrol,48.91
1983-10-01,Uttar Pradesh,Kanpur,Diesel,40.14
1983-11-01,Maharashtra,Mumbai,Petrol,48.45
1983-11-01,Maharashtra,Mumbai,Diesel,39.13
1983-11-01,Delhi,New Delhi,Petrol,49.44
1983-11-01,Delhi,New Delhi,Diesel,41.17
1983-11-01,Karnataka,Mysore,Petrol,50.17
1983-11-01,Karnataka,Mysore,Diesel,40.89
1983-11-01,Tamil Nadu,Chennai,Petrol,50.19
1983-11-01,Tamil Nadu,Chennai,Diesel,40.32
1983-11-01,West Bengal,Darjeeling,Petrol,50.9
1983-11-01,West Bengal,Darjeeling,Diesel,41.28
1983-11-01,Gujarat,Ahmedabad,Petrol,50.6
1983-11-01,Gujarat,Ahmedabad,Diesel,40.07
1983-11-01,Rajasthan,Jaipur,Petrol,50.6
1983-11-01,Rajasthan,Jaipur,Diesel,39.43
1983-11-01,Uttar Pradesh,Lucknow,Petrol,51.23
1983-11-01,Uttar Pradesh,Lucknow,Diesel,40.13
1983-12-01,Maharashtra,Nagpur,Petrol,52.68
1983-12-01,Maharashtra,Nagpur,Diesel,42.78
1983-12-01,Delhi,New Delhi,Petrol,48.26
1983-12-01,Delhi,New Delhi,Diesel,39.45
1983-12-01,Karnataka,Bangalore,Petrol,51.66
1983-12-01,Karnataka,Bangalore,Diesel,39.67
1983-12-01,Tamil Nadu,Coimbatore,Petrol,50.84
1983-12-01,Tamil Nadu,Coimbatore,Diesel,41.42
1983-12-01,West Bengal,Darjeeling,Petrol,50.12
1983-12-01,West Bengal,Darjeeling,Diesel,41.8
1983-12-01,Gujarat,Surat,Petrol,50.12
1983-12-01,Gujarat,Surat,Diesel,41.15
1983-12-01,Rajasthan,Udaipur,Petrol,52.35
1983-12-01,Rajasthan,Udaipur,Diesel,42.42
1983-12-01,Uttar Pradesh,Lucknow,Petrol,49.61
1983-12-01,Uttar Pradesh,Lucknow,Diesel,38.66
1984-01-01,Maharashtra,Pune,Petrol,50.52
1984-01-01,Maharashtra,Pune,Diesel,40.46
1984-01-01,Delhi,New Delhi,Petrol,50.17
1984-01-01,Delhi,New Delhi,Diesel,40.49
1984-01-01,Karnataka,Mysore,Petrol,50.07
1984-01-01,Karnataka,Mysore,Diesel,40.96
1984-01-01,Tamil Nadu,Chennai,Petrol,52.2
1984-01-01,Tamil Nadu,Chennai,Diesel,40.75
1984-01-01,West Bengal,Kolkata,Petrol,49.44
1984-01-01,West Bengal,Kolkata,Diesel,40.43
1984-01-01,Gujarat,Ahmedabad,Petrol,51.51
1984-01-01,Gujarat,Ahmedabad,Diesel,42.26
1984-01-01,Rajasthan,Jaipur,Petrol,48.55
1984-01-01,Rajasthan,Jaipur,Diesel,39.82
1984-01-01,Uttar Pradesh,Lucknow,Petrol,51.19
1984-01-01,Uttar Pradesh,Lucknow,Diesel,39.0
1984-02-01,Maharashtra,Mumbai,Petrol,52.54
1984-02-01,Maharashtra,Mumbai,Diesel,41.35
1984-02-01,Delhi,New Delhi,Petrol,48.76
1984-02-01,Delhi,New Delhi,Diesel,39.44
1984-02-01,Karnataka,Bangalore,Petrol,50.74
1984-02-01,Karnataka,Bangalore,Diesel,42.09
1984-02-01,Tamil Nadu,Coimbatore,Petrol,52.72
1984-02-01,Tamil Nadu,Coimbatore,Diesel,40.44
1984-02-01,West Bengal,Darjeeling,Petrol,50.5
1984-02-01,West Bengal,Darjeeling,Diesel,38.85
1984-02-01,Gujarat,Ahmedabad,Petrol,48.73
1984-02-01,Gujarat,Ahmedabad,Diesel,38.4
1984-02-01,Rajasthan,Udaipur,Petrol,51.84
1984-02-01,Rajasthan,Udaipur,Diesel,39.34
1984-02-01,Uttar Pradesh,Kanpur,Petrol,47.59
1984-02-01,Uttar Pradesh,Kanpur,Diesel,38.47
1984-03-01,Maharashtra,Pune,Petrol,49.58
1984-03-01,Maharashtra,Pune,Diesel,39.73
1984-03-01,Delhi,New Delhi,Petrol,52.19
1984-03-01,Delhi,New Delhi,Diesel,40.81
1984-03-01,Karnataka,Bangalore,Petrol,48.43
1984-03-01,Karnataka,Bangalore,Diesel,41.04
1984-03-01,Tamil Nadu,Chennai,Petrol,49.87
1984-03-01,Tamil Nadu,Chennai,Diesel,40.31
1984-03-01,West Bengal,Kolkata,Petrol,50.84
1984-03-01,West Bengal,Kolkata,Diesel,42.39
1984-03-01,Gujarat,Surat,Petrol,50.84
1984-03-01,Gujarat,Surat,Diesel,39.48
1984-03-01,Rajasthan,Jaipur,Petrol,51.39
1984-03-01,Rajasthan,Jaipur,Diesel,40.88
1984-03-01,Uttar Pradesh,Lucknow,Petrol,49.74
1984-03-01,Uttar Pradesh,Lucknow,Diesel,39.85
1984-04-01,Maharashtra,Mumbai,Petrol,51.86
1984-04-01,Maharashtra,Mumbai,Diesel,40.52
1984-04-01,Delhi,New Delhi,Petrol,52.62
1984-04-01,Delhi,New Delhi,Diesel,40.62
1984-04-01,Karnataka,Bangalore,Petrol,52.46
1984-04-01,Karnataka,Bangalore,Diesel,41.23
1984-04-01,Tamil Nadu,Chennai,Petrol,51.1
1984-04-01,Tamil Nadu,Chennai,Diesel,42.5
1984-04-01,West Bengal,Kolkata,Petrol,49.39
1984-04-01,West Bengal,Kolkata,Diesel,40.09
1984-04-01,Gujarat,Surat,Petrol,52.55
1984-04-01,Gujarat,Surat,Diesel,40.98
1984-04-01,Rajasthan,Jaipur,Petrol,49.91
1984-04-01,Rajasthan,Jaipur,Diesel,40.54
1984-04-01,Uttar Pradesh,Lucknow,Petrol,51.57
1984-04-01,Uttar Pradesh,Lucknow,Diesel,40.72
1984-05-01,Maharashtra,Nagpur,Petrol,51.21
1984-05-01,Maharashtra,Nagpur,Diesel,42.27
1984-05-01,Delhi,New Delhi,Petrol,51.09
1984-05-01,Delhi,New Delhi,Diesel,40.96
1984-05-01,Karnataka,Bangalore,Petrol,49.6
1984-05-01,Karnataka,Bangalore,Diesel,39.91
1984-05-01,Tamil Nadu,Coimbatore,Petrol,50.52
1984-05-01,Tamil Nadu,Coimbatore,Diesel,40.13
1984-05-01,West Bengal,Kolkata,Petrol,49.38
1984-05-01,West Bengal,Kolkata,Diesel,40.69
1984-05-01,Gujarat,Ahmedabad,Petrol,51.3
1984-05-01,Gujarat,Ahmedabad,Diesel,41.34
1984-05-01,Rajasthan,Udaipur,Petrol,51.0
1984-05-01,Rajasthan,Udaipur,Diesel,40.33
1984-05-01,Uttar Pradesh,Kanpur,Petrol,52.39
1984-05-01,Uttar Pradesh,Kanpur,Diesel,39.69
1984-06-01,Maharashtra,Nagpur,Petrol,49.08
1984-06-01,Maharashtra,Nagpur,Diesel,38.92
1984-06-01,Delhi,New Delhi,Petrol,51.88
1984-06-01,Delhi,New Delhi,Diesel,41.6
1984-06-01,Karnataka,Mysore,Petrol,49.24
1984-06-01,Karnataka,Mysore,Diesel,38.88
1984-06-01,Tamil Nadu,Chennai,Petrol,50.95
1984-06-01,Tamil Nadu,Chennai,Diesel,40.47
1984-06-01,West Bengal,Kolkata,Petrol,50.75
1984-06-01,West Bengal,Kolkata,Diesel,41.96
1984-06-01,Gujarat,Ahmedabad,Petrol,52.57
1984-06-01,Gujarat,Ahmedabad,Diesel,41.23
1984-06-01,Rajasthan,Jaipur,Petrol,50.32
1984-06-01,Rajasthan,Jaipur,Diesel,41.62
1984-06-01,Uttar Pradesh,Lucknow,Petrol,49.48
1984-06-01,Uttar Pradesh,Lucknow,Diesel,40.08
1984-07-01,Maharashtra,Pune,Petrol,49.46
1984-07-01,Maharashtra,Pune,Diesel,38.06
1984-07-01,Delhi,New Delhi,Petrol,51.09
1984-07-01,Delhi,New Delhi,Diesel,40.07
1984-07-01,Karnataka,Mysore,Petrol,48.8
1984-07-01,Karnataka,Mysore,Diesel,39.94
1984-07-01,Tamil Nadu,Chennai,Petrol,49.85
1984-07-01,Tamil Nadu,Chennai,Diesel,37.91
1984-07-01,West Bengal,Darjeeling,Petrol,51.54
1984-07-01,West Bengal,Darjeeling,Diesel,39.41
1984-07-01,Gujarat,Ahmedabad,Petrol,49.67
1984-07-01,Gujarat,Ahmedabad,Diesel,40.06
1984-07-01,Rajasthan,Udaipur,Petrol,47.68
1984-07-01,Rajasthan,Udaipur,Diesel,38.11
1984-07-01,Uttar Pradesh,Kanpur,Petrol,51.1
1984-07-01,Uttar Pradesh,Kanpur,Diesel,41.56
1984-08-01,Maharashtra,Pune,Petrol,49.55
1984-08-01,Maharashtra,Pune,Diesel,38.16
1984-08-01,Delhi,New Delhi,Petrol,50.33
1984-08-01,Delhi,New Delhi,Diesel,39.19
1984-08-01,Karnataka,Bangalore,Petrol,49.65
1984-08-01,Karnataka,Bangalore,Diesel,39.91
1984-08-01,Tamil Nadu,Chennai,Petrol,48.9
1984-08-01,Tamil Nadu,Chennai,Diesel,39.49
1984-08-01,West Bengal,Kolkata,Petrol,50.97
1984-08-01,West Bengal,Kolkata,Diesel,40.45
1984-08-01,Gujarat,Surat,Petrol,49.2
1984-08-01,Gujarat,Surat,Diesel,40.29
1984-08-01,Rajasthan,Jaipur,Petrol,49.31
1984-08-01,Rajasthan,Jaipur,Diesel,39.6
1984-08-01,Uttar Pradesh,Kanpur,Petrol,47.96
1984-08-01,Uttar Pradesh,Kanpur,Diesel,40.09
1984-09-01,Maharashtra,Pune,Petrol,52.31
1984-09-01,Maharashtra,Pune,Diesel,41.3
1984-09-01,Delhi,New Delhi,Petrol,49.72
1984-09-01,Delhi,New Delhi,Diesel,38.63
1984-09-01,Karnataka,Bangalore,Petrol,50.05
1984-09-01,Karnataka,Bangalore,Diesel,39.13
1984-09-01,Tamil Nadu,Chennai,Petrol,48.83
1984-09-01,Tamil Nadu,Chennai,Diesel,40.68
1984-09-01,West Bengal,Darjeeling,Petrol,48.72
1984-09-01,West Bengal,Darjeeling,Diesel,40.54
1984-09-01,Gujarat,Ahmedabad,Petrol,48.53
1984-09-01,Gujarat,Ahmedabad,Diesel,37.86
1984-09-01,Rajasthan,Jaipur,Petrol,51.24
1984-09-01,Rajasthan,Jaipur,Diesel,41.0
1984-09-01,Uttar Pradesh,Lucknow,Petrol,49.64
1984-09-01,Uttar Pradesh,Lucknow,Diesel,38.84
1984-10-01,Maharashtra,Mumbai,Petrol,50.38
1984-10-01,Maharashtra,Mumbai,Diesel,39.49
1984-10-01,Delhi,New Delhi,Petrol,49.36
1984-10-01,Delhi,New Delhi,Diesel,40.02
1984-10-01,Karnataka,Bangalore,Petrol,49.08
1984-10-01,Karnataka,Bangalore,Diesel,40.03
1984-10-01,Tamil Nadu,Chennai,Petrol,48.45
1984-10-01,Tamil Nadu,Chennai,Diesel,37.75
1984-10-01,West Bengal,Kolkata,Petrol,49.39
1984-10-01,West Bengal,Kolkata,Diesel,37.54
1984-10-01,Gujarat,Surat,Petrol,49.46
1984-10-01,Gujarat,Surat,Diesel,39.35
1984-10-01,Rajasthan,Udaipur,Petrol,49.42
1984-10-01,Rajasthan,Udaipur,Diesel,40.65
1984-10-01,Uttar Pradesh,Lucknow,Petrol,47.77
1984-10-01,Uttar Pradesh,Lucknow,Diesel,37.7
1984-11-01,Maharashtra,Nagpur,Petrol,51.17
1984-11-01,Maharashtra,Nagpur,Diesel,39.03
1984-11-01,Delhi,New Delhi,Petrol,47.94
1984-11-01,Delhi,New Delhi,Diesel,40.09
1984-11-01,Karnataka,Mysore,Petrol,50.69
1984-11-01,Karnataka,Mysore,Diesel,41.64
1984-11-01,Tamil Nadu,Chennai,Petrol,49.28
1984-11-01,Tamil Nadu,Chennai,Diesel,40.17
1984-11-01,West Bengal,Darjeeling,Petrol,46.78
1984-11-01,West Bengal,Darjeeling,Diesel,39.1
1984-11-01,Gujarat,Ahmedabad,Petrol,48.85
1984-11-01,Gujarat,Ahmedabad,Diesel,38.98
1984-11-01,Rajasthan,Jaipur,Petrol,48.75
1984-11-01,Rajasthan,Jaipur,Diesel,38.38
1984-11-01,Uttar Pradesh,Kanpur,Petrol,50.41
1984-11-01,Uttar Pradesh,Kanpur,Diesel,41.19
1984-12-01,Maharashtra,Mumbai,Petrol,47.11
1984-12-01,Maharashtra,Mumbai,Diesel,38.49
1984-12-01,Delhi,New Delhi,Petrol,48.84
1984-12-01,Delhi,New Delhi,Diesel,38.7
1984-12-01,Karnataka,Bangalore,Petrol,48.6
1984-12-01,Karnataka,Bangalore,Diesel,39.3
1984-12-01,Tamil Nadu,Chennai,Petrol,48.27
1984-12-01,Tamil Nadu,Chennai,Diesel,38.38
1984-12-01,West Bengal,Darjeeling,Petrol,47.6
1984-12-01,West Bengal,Darjeeling,Diesel,38.4
1984-12-01,Gujarat,Ahmedabad,Petrol,47.09
1984-12-01,Gujarat,Ahmedabad,Diesel,40.34
1984-12-01,Rajasthan,Jaipur,Petrol,48.33
1984-12-01,Rajasthan,Jaipur,Diesel,38.12
1984-12-01,Uttar Pradesh,Kanpur,Petrol,50.26
1984-12-01,Uttar Pradesh,Kanpur,Diesel,39.6
1985-01-01,Maharashtra,Nagpur,Petrol,49.79
1985-01-01,Maharashtra,Nagpur,Diesel,40.05
1985-01-01,Delhi,New Delhi,Petrol,49.75
1985-01-01,Delhi,New Delhi,Diesel,40.35
1985-01-01,Karnataka,Mysore,Petrol,46.73
1985-01-01,Karnataka,Mysore,Diesel,36.44
1985-01-01,Tamil Nadu,Chennai,Petrol,48.86
1985-01-01,Tamil Nadu,Chennai,Diesel,41.07
1985-01-01,West Bengal,Darjeeling,Petrol,48.05
1985-01-01,West Bengal,Darjeeling,Diesel,40.37
1985-01-01,Gujarat,Ahmedabad,Petrol,48.54
1985-01-01,Gujarat,Ahmedabad,Diesel,41.01
1985-01-01,Rajasthan,Jaipur,Petrol,49.62
1985-01-01,Rajasthan,Jaipur,Diesel,40.17
1985-01-01,Uttar Pradesh,Kanpur,Petrol,50.03
1985-01-01,Uttar Pradesh,Kanpur,Diesel,37.99
1985-02-01,Maharashtra,Pune,Petrol,48.74
1985-02-01,Maharashtra,Pune,Diesel,37.74
1985-02-01,Delhi,New Delhi,Petrol,49.4
1985-02-01,Delhi,New Delhi,Diesel,38.07
1985-02-01,Karnataka,Bangalore,Petrol,51.57
1985-02-01,Karnataka,Bangalore,Diesel,40.96
1985-02-01,Tamil Nadu,Coimbatore,Petrol,48.42
1985-02-01,Tamil Nadu,Coimbatore,Diesel,37.14
1985-02-01,West Bengal,Darjeeling,Petrol,48.82
1985-02-01,West Bengal,Darjeeling,Diesel,40.46
1985-02-01,Gujarat,Surat,Petrol,48.64
1985-02-01,Gujarat,Surat,Diesel,40.31
1985-02-01,Rajasthan,Jaipur,Petrol,46.75
1985-02-01,Rajasthan,Jaipur,Diesel,38.57
1985-02-01,Uttar Pradesh,Kanpur,Petrol,47.19
1985-02-01,Uttar Pradesh,Kanpur,Diesel,37.88
1985-03-01,Maharashtra,Mumbai,Petrol,52.05
1985-03-01,Maharashtra,Mumbai,Diesel,39.3
1985-03-01,Delhi,New Delhi,Petrol,49.61
1985-03-01,Delhi,New Delhi,Diesel,38.09
1985-03-01,Karnataka,Bangalore,Petrol,49.66
1985-03-01,Karnataka,Bangalore,Diesel,41.3
1985-03-01,Tamil Nadu,Chennai,Petrol,48.62
1985-03-01,Tamil Nadu,Chennai,Diesel,38.27
1985-03-01,West Bengal,Darjeeling,Petrol,50.92
1985-03-01,West Bengal,Darjeeling,Diesel,39.64
1985-03-01,Gujarat,Ahmedabad,Petrol,48.62
1985-03-01,Gujarat,Ahmedabad,Diesel,38.79
1985-03-01,Rajasthan,Udaipur,Petrol,48.95
1985-03-01,Rajasthan,Udaipur,Diesel,38.36
1985-03-01,Uttar Pradesh,Lucknow,Petrol,49.84
1985-03-01,Uttar Pradesh,Lucknow,Diesel,39.81
1985-04-01,Maharashtra,Mumbai,Petrol,48.75
1985-04-01,Maharashtra,Mumbai,Diesel,41.03
1985-04-01,Delhi,New Delhi,Petrol,50.5
1985-04-01,Delhi,New Delhi,Diesel,40.89
1985-04-01,Karnataka,Bangalore,Petrol,50.09
1985-04-01,Karnataka,Bangalore,Diesel,40.87
1985-04-01,Tamil Nadu,Coimbatore,Petrol,48.38
1985-04-01,Tamil Nadu,Coimbatore,Diesel,39.27
1985-04-01,West Bengal,Darjeeling,Petrol,47.91
1985-04-01,West Bengal,Darjeeling,Diesel,38.89
1985-04-01,Gujarat,Surat,Petrol,51.36
1985-04-01,Gujarat,Surat,Diesel,40.44
1985-04-01,Rajasthan,Udaipur,Petrol,51.65
1985-04-01,Rajasthan,Udaipur,Diesel,41.05
1985-04-01,Uttar Pradesh,Lucknow,Petrol,49.32
1985-04-01,Uttar Pradesh,Lucknow,Diesel,41.66
1985-05-01,Maharashtra,Nagpur,Petrol,46.79
1985-05-01,Maharashtra,Nagpur,Diesel,37.19
1985-05-01,Delhi,New Delhi,Petrol,48.8
1985-05-01,Delhi,New Delhi,Diesel,38.16
1985-05-01,Karnataka,Mysore,Petrol,50.39
1985-05-01,Karnataka,Mysore,Diesel,40.28
1985-05-01,Tamil Nadu,Coimbatore,Petrol,50.32
1985-05-01,Tamil Nadu,Coimbatore,Diesel,38.14
1985-05-01,West Bengal,Darjeeling,Petrol,48.52
1985-05-01,West Bengal,Darjeeling,Diesel,39.24
1985-05-01,Gujarat,Surat,Petrol,48.18
1985-05-01,Gujarat,Surat,Diesel,40.54
1985-05-01,Rajasthan,Jaipur,Petrol,46.67
1985-05-01,Rajasthan,Jaipur,Diesel,39.12
1985-05-01,Uttar Pradesh,Kanpur,Petrol,47.08
1985-05-01,Uttar Pradesh,Kanpur,Diesel,38.03
1985-06-01,Maharashtra,Mumbai,Petrol,47.72
1985-06-01,Maharashtra,Mumbai,Diesel,37.33
1985-06-01,Delhi,New Delhi,Petrol,48.97
1985-06-01,Delhi,New Delhi,Diesel,40.56
1985-06-01,Karnataka,Bangalore,Petrol,48.67
1985-06-01,Karnataka,Bangalore,Diesel,39.9
1985-06-01,Tamil Nadu,Coimbatore,Petrol,48.94
1985-06-01,Tamil Nadu,Coimbatore,Diesel,38.9
